,g.id,g.gender,g.age,g.nas,g.province,g.city,g.education,g.occupation,o.indoor,o.outdoor,o.media,o.sports,o.free.offer,o.difficult.quit,o.harm.general,o.harm.water,o.har.fruit.taste,o.work.restriction,o.now.use,n.previous.use,n.why.combined,n.why.choices,n.friend.use,n.meet.friend,n.reaction.family,n.reaction.friend,n.public.indoor.use,n.public.indoor.use.days,n.public.outdoor.use,n.public.outdoor.use.days,n.offer.accept,c.age,c.reason.use.combined,c.reason.use.choices,c.use.quantity,c.morning.affinity,c.light.time,c.hours.affinity,c.which.difficult,c.affinity.sickness,c.where.first,c.how.first,c.enjoy.cigarette,c.restriction.bother,c.effect.increase.friends,c.increases.respect,c.suggest.family.friends,cq.willing.quit,cq.quit.commit,cq.reason.quit.combined,cq.reason.quit.choices,cq.quit.times,cq.quit.interval,cq.last.quit,cq.reason.unsuccessful.quit,cq.quit.methods,cq.quit.negative.combined,cq.quit.negative.choices,cq.ca.quit.again,cq.quit.supporter,h.age,h.main.reason.combined,h.main.reason.choices,h.use.quantity,h.morning.affinity,h.light.time,h.hours.affinity,h.spend.time,h.tobaco.class,h.which.difficult,h.affinity.sickness,h.where.first,h.how.first,h.enjoy.hooka,h.restriction.bother,h.effect.increase.friends,h.increases.respect,h.suggest.family.friends,hq.willing.quit,hq.quit.commit,hq.reason.quit.combined,hq.reason.quit.choices,hq.quit.times,hq.quit.interval,hq.last.quit,hq.reason.unsuccessful.quit,hq.quit.methods,hq.quit.negative.combined,hq.quit.negative.choices,hq.ca.quit.again,hq.quit.supporter,r.shortness,r.productive.cough,r.reduced.capacity,r.respiratory.doctor,r.respiratory.diagnosis,p.p,p.p.code,p.spam,p.date.start,p.date.finish,test.s,test.f,test.len,start.date,start.time,finish.date,finish.time
298,WBO5,F,49,139,تهران,تهران,diplomas,housewife,Yes sir,No idea,Yes sir,Yes sir,No,No,Yes sir,No,It is no different from traditional,Yes,Hookah fan,Yes,It is harmful to my health-----,1,Yes sir,Less than three days a week,I do not care,I can not point out,Yes sir,3 to 4 days ago,Yes sir,3 to 4 days ago,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I disagree,No,NA,I'm not a questioner,NA,NA,1399/12/28-00:31:31,1399/12/28-00:37:22,1399-12-28 00:31:31,1399-12-28 00:37:22,351,1399/12/28,0:31:31,1399/12/28,0:37:22
299,eBux,F,42,140,تهران,تهران,Bachelors,Employee,Yes sir,No idea,No,No,No,No,Yes sir,No,"It hurts, but very little",Yes,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,I can not point out,I can not point out,Yes sir,1 to 2 days ago,Yes sir,1 to 2 days ago,I probably do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I agree to some extent,No,NA,I'm not a questioner,NA,NA,1399/12/28-00:31:25,1399/12/28-00:37:55,1399-12-28 00:31:25,1399-12-28 00:37:55,390,1399/12/28,0:31:25,1399/12/28,0:37:55
300,y3aS,F,40,140,تهران,تهران,Masters,Employee,Yes sir,Yes sir,No,No,No,No idea,Yes sir,No,It is no different from traditional,Yes,Hookah fan,Yes,---I am not interested--,1,Yes sir,More than three days a week,Advice not to smoke in my presence,Control and reduce traffic,No,NA,No,NA,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,For a short time,Only when you have a cold or infection,I disagree,Yes sir,seasonal allergy,I'm not a questioner,NA,NA,1399/12/28-00:19:04,1399/12/28-00:26:18,1399-12-28 00:19:04,1399-12-28 00:26:18,434,1399/12/28,0:19:04,1399/12/28,0:26:18
301,tLWC,F,20,137,فارس,شيراز,diplomas,Student,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,Yes,It is harmful to my health---I am not interested--,2,Yes sir,Less than three days a week,Advice not to smoke in my presence,Advise not to be in my presence,Yes sir,1 to 2 days ago,Yes sir,3 to 4 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I completely disagree,No,NA,Yes,نیست,NA,1399/12/27-23:28:41,1399/12/27-23:35:09,1399-12-27 23:28:41,1399-12-27 23:35:09,388,1399/12/27,23:28:41,1399/12/27,23:35:09
302,76hm,F,22,140,فارس,شيراز,Bachelors,I'm looking for a job,Yes sir,Yes sir,Yes sir,Yes sir,No,No idea,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,More than three days a week,Advice not to smoke in my presence,Control and reduce traffic,Yes sir,A week ago,Yes sir,5 to 6 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I completely disagree,No,NA,I'm not a questioner,NA,NA,1399/12/27-23:26:59,1399/12/27-23:32:37,1399-12-27 23:26:59,1399-12-27 23:32:37,338,1399/12/27,23:26:59,1399/12/27,23:32:37
303,U2hm,F,38,139,تهران,تهران,Bachelors,housewife,Yes sir,No,No,Yes sir,Yes sir,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,Yes sir,More than three days a week,I can not point out,I can not point out,Yes sir,A week ago,Yes sir,A week ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,For a short time,Only when you have a cold or infection,I completely disagree,Yes sir,Bronchitis (chronic),I'm not a questioner,NA,NA,1399/12/27-23:12:23,1399/12/27-23:15:37,1399-12-27 23:12:23,1399-12-27 23:15:37,194,1399/12/27,23:12:23,1399/12/27,23:15:37
304,CSQm,F,59,141,فارس,شيراز,diplomas,housewife,No,No,No,No,Yes sir,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,Recommended to leave,I can not point out,Yes sir,A week ago,No,NA,I probably do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I disagree,No,NA,I'm not a questioner,NA,NA,1399/12/27-23:09:58,1399/12/27-23:16:44,1399-12-27 23:09:58,1399-12-27 23:16:44,406,1399/12/27,23:09:58,1399/12/27,23:16:44
305,CqEp,F,35,140,فارس,شيراز,Bachelors,housewife,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,Yes sir,More than three days a week,Recommended to leave,Advise not to be in my presence,Yes sir,1 to 2 days ago,Yes sir,1 to 2 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,For a short time,no never,I completely disagree,No,NA,I'm not a questioner,NA,NA,1399/12/27-23:02:17,1399/12/27-23:08:10,1399-12-27 23:02:17,1399-12-27 23:08:10,353,1399/12/27,23:02:17,1399/12/27,23:08:10
306,aIy7,F,41,142,فارس,شيراز,Bachelors,Free,Yes sir,Yes sir,No,Yes sir,No,No,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,Advice not to smoke in my presence,Recommended to leave,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,I'm not a questioner,NA,NA,1399/12/27-23:00:28,1399/12/27-23:04:17,1399-12-27 23:00:28,1399-12-27 23:04:17,229,1399/12/27,23:00:28,1399/12/27,23:04:17
307,He3X,F,36,142,تهران,تهران,Masters,Free,Yes sir,No,No,No,No,No,Yes sir,No idea,It is no different from traditional,Yes,I do not consume at all,Yes,It is harmful to my health-----,1,No,NA,Recommended to leave,I can not point out,No,NA,No,NA,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Only when you have a cold or infection,I disagree,No,NA,I'm not a questioner,NA,NA,1399/12/27-22:57:17,1399/12/27-23:02:46,1399-12-27 22:57:17,1399-12-27 23:02:46,329,1399/12/27,22:57:17,1399/12/27,23:02:46
308,5lXf,F,36,141,بوشهر,بوشهر,Masters,Free,Yes sir,Yes sir,No,No,Yes sir,No,Yes sir,No,It is no different from traditional,Yes,Cigarette butts,No,NA,0,No,NA,I do not care,I do not care,No,NA,Yes sir,1 to 2 days ago,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I disagree,Yes sir,Asthma,I'm not a questioner,NA,NA,1399/12/27-22:52:27,1399/12/27-22:56:34,1399-12-27 22:52:27,1399-12-27 22:56:34,247,1399/12/27,22:52:27,1399/12/27,22:56:34
309,M99r,M,47,143,فارس,جهرم,Masters,Employee,Yes sir,Yes sir,No,No,No,No,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Recommended to leave,I do not care,No,NA,No,NA,I probably do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I disagree,No,NA,I'm not a questioner,NA,NA,1399/12/27-22:51:54,1399/12/27-22:57:45,1399-12-27 22:51:54,1399-12-27 22:57:45,351,1399/12/27,22:51:54,1399/12/27,22:57:45
310,jSyy,F,55,142,فارس,شيراز,Bachelors,housewife,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,I can not point out,I can not point out,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,no never,I disagree,No,NA,I'm not a questioner,NA,NA,1399/12/27-22:47:46,1399/12/27-22:56:21,1399-12-27 22:47:46,1399-12-27 22:56:21,515,1399/12/27,22:47:46,1399/12/27,22:56:21
311,bOaU,F,45,140,فارس,شيراز,Masters,Employee,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,More than three days a week,Advice not to smoke in my presence,I can not point out,Yes sir,A week ago,Yes sir,A week ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I agree to some extent,No,NA,I'm not a questioner,NA,NA,1399/12/27-22:40:15,1399/12/27-22:43:31,1399-12-27 22:40:15,1399-12-27 22:43:31,196,1399/12/27,22:40:15,1399/12/27,22:43:31
312,Hu5Q,F,49,143,فارس,شيراز,diplomas,housewife,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Advice not to smoke in my presence,Advise not to be in my presence,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I completely disagree,No,NA,I'm not a questioner,NA,NA,1399/12/27-22:30:34,1399/12/27-22:35:59,1399-12-27 22:30:34,1399-12-27 22:35:59,325,1399/12/27,22:30:34,1399/12/27,22:35:59
313,L71X,M,57,141,آذربايجان غربي,قره ضياءالدين,PhDs and above,Employee,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Recommended to leave,Yes sir,1 to 2 days ago,Yes sir,1 to 2 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I quite agree,No,NA,I'm not a questioner,NA,NA,1399/12/27-22:21:16,1399/12/27-22:29:19,1399-12-27 22:21:16,1399-12-27 22:29:19,483,1399/12/27,22:21:16,1399/12/27,22:29:19
314,6dCY,M,52,143,فارس,جهرم,Masters,Retired,Yes sir,Yes sir,No,No,No,No,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Control and reduce traffic,Control and reduce traffic,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,I'm not a questioner,NA,NA,1399/12/27-21:52:39,1399/12/27-21:56:54,1399-12-27 21:52:39,1399-12-27 21:56:54,255,1399/12/27,21:52:39,1399/12/27,21:56:54
315,Q6GT,M,51,139,فارس,جهرم,Masters,Retired,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,Cigarette butts,Yes,It is harmful to my health--Social ugliness (ugly)---,2,Yes sir,Less than three days a week,Recommended to leave,Recommended to leave,No,NA,Yes sir,5 to 6 days ago,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I disagree,No,NA,I'm not a questioner,NA,NA,1399/12/27-21:38:57,1399/12/27-21:46:46,1399-12-27 21:38:57,1399-12-27 21:46:46,469,1399/12/27,21:38:57,1399/12/27,21:46:46
316,Bq8l,F,38,127,فارس,شيراز,High School,housewife,No,No,Yes sir,No,No,No idea,No idea,No,It is no different from traditional,No,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,30,Gain peace-----Imitate others---Curiosity---,3,Twice,0,After breakfast,the night,More than 20 minutes,Traditional,the night,No,When having fun,Out of curiosity,I agree,Yes,They have more friends,It does not matter,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I disagree,No,NA,Yes,1401,Spam,1399/12/27-12:58:29,1399/12/27-13:00:18,1399-12-27 12:58:29,1399-12-27 13:00:18,109,1399/12/27,12:58:29,1399/12/27,13:00:18
317,Yhy3,M,33,127,فارس,شيراز,diplomas,Free,No,No,Yes sir,No,Yes sir,No idea,No idea,No,It is no different from traditional,No,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,28,---Gain experience--Imitate others---Curiosity---,3,Twice,0,After breakfast,the night,More than 20 minutes,Traditional,the night,No,When having fun,Out of curiosity,I agree,Yes,They have more friends,It does not matter,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I disagree,No,NA,Yes,1401,Spam,1399/12/27-12:49:44,1399/12/27-12:51:32,1399-12-27 12:49:44,1399-12-27 12:51:32,108,1399/12/27,12:49:44,1399/12/27,12:51:32
318,yIeB,M,45,117,فارس,شيراز,middle,manual worker,No,No,Yes sir,No,Yes sir,Yes sir,No idea,No,It is no different from traditional,No,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,30,Gain peace--Gain pleasure------Curiosity---,3,Twice,0,After breakfast,Evening,More than 20 minutes,Traditional,Evening,No,When having fun,Out of curiosity,No idea,No,They have more friends,It does not matter,No,Yes,Yes,-Insist on friends and family----Tired of consumption--,2,More than three times,More than a year,One to six months ago,Difficulties,Only by personal will,-Boredom--Lack of focus--,2,No,NA,never,Only when you have a cold or infection,I disagree,No,NA,Yes,1401,Spam,1399/12/27-12:24:28,1399/12/27-12:27:11,1399-12-27 12:24:28,1399-12-27 12:27:11,163,1399/12/27,12:24:28,1399/12/27,12:27:11
319,wIqB,M,37,127,فارس,شيراز,High School,manual worker,No,No,Yes sir,No,Yes sir,No,No idea,No,It is no different from traditional,No,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,20,---Gain experience--Imitate others---Curiosity---,3,Twice,0,After breakfast,the night,More than 20 minutes,Traditional,the night,No,With friends,Out of curiosity,I agree,Yes,They have more friends,It does not matter,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I do not know,No,NA,Yes,1401,Spam,1399/12/27-12:17:10,1399/12/27-12:19:16,1399-12-27 12:17:10,1399-12-27 12:19:16,126,1399/12/27,12:17:10,1399/12/27,12:19:16
320,o3gK,F,29,127,فارس,شيراز,Conservatory,Free,No,No,No,Yes sir,Yes sir,Yes sir,No,No,It is no different from traditional,No,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,28,--Gain pleasure---Imitate others---Curiosity---,3,Twice,0,After breakfast,Evening,More than 20 minutes,Traditional,Evening,No,When having fun,Out of curiosity,I agree,Yes,They have more friends,It does not matter,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I disagree,No,NA,Yes,1401,Spam,1399/12/27-12:10:02,1399/12/27-12:12:22,1399-12-27 12:10:02,1399-12-27 12:12:22,140,1399/12/27,12:10:02,1399/12/27,12:12:22
321,gjHc,M,36,127,فارس,شيراز,pre-university,Free,No,No,Yes sir,No,Yes sir,Yes sir,No idea,No,It is no different from traditional,No,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,25,---Gain experience--Imitate others---Curiosity---,3,Twice,0,After breakfast,Evening,More than 20 minutes,Traditional,Evening,No,When having fun,Out of curiosity,I agree,Yes,They have more friends,It does not matter,Yes sir,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I do not know,No,NA,Yes,1401,Spam,1399/12/27-12:04:36,1399/12/27-12:06:25,1399-12-27 12:04:36,1399-12-27 12:06:25,109,1399/12/27,12:04:36,1399/12/27,12:06:25
322,jEtz,M,53,127,فارس,شيراز,movement,Retired,No,No,Yes sir,No,Yes sir,Yes sir,No idea,No,"It hurts, but very little",No,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,30,-----Imitate others-As entertainment and fun--Curiosity---,3,once,0,After breakfast,the night,More than 20 minutes,Traditional,the night,No,Home,At the suggestion of friends,I agree,Yes,They have more friends,It does not matter,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I do not know,No,NA,Yes,1401,Spam,1399/12/27-11:56:48,1399/12/27-11:59:22,1399-12-27 11:56:48,1399-12-27 11:59:22,154,1399/12/27,11:56:48,1399/12/27,11:59:22
323,3w3w,M,28,127,فارس,شيراز,Conservatory,manual worker,No,No,Yes sir,No,Yes sir,Yes sir,No idea,No,"Yes, it is completely harmless",No,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,20,---Gain experience--Imitate others---Curiosity---,3,three times,0,After breakfast,Evening,15 to 20 minutes,Fruity,Evening,No,the cafe,At the suggestion of friends,I agree,Yes,They have more friends,No,Yes sir,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I do not know,No,NA,Yes,1401,Spam,1399/12/27-11:45:36,1399/12/27-11:47:50,1399-12-27 11:45:36,1399-12-27 11:47:50,134,1399/12/27,11:45:36,1399/12/27,11:47:50
324,2wBm,F,46,127,فارس,شيراز,High School,housewife,No,No,Yes sir,No,No,No idea,No idea,No,It is no different from traditional,No,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,32,--Gain pleasure----As entertainment and fun--Curiosity---,3,Twice,0,After breakfast,the night,More than 20 minutes,Traditional,the night,No,Home,At the suggestion of friends,I agree,Yes,They have more friends,It does not matter,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I disagree,No,NA,Yes,1401,Spam,1399/12/27-11:38:49,1399/12/27-11:40:58,1399-12-27 11:38:49,1399-12-27 11:40:58,129,1399/12/27,11:38:49,1399/12/27,11:40:58
325,3mHO,F,35,127,فارس,شيراز,diplomas,housewife,No,No,Yes sir,Yes sir,Yes sir,No idea,No idea,No,"It hurts, but very little",No,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,30,---Gain experience--Imitate others---Curiosity---,3,three times,5,After breakfast,Around noon,More than 20 minutes,Traditional,Around noon,No,the cafe,At the suggestion of friends,I agree,Yes,They have more friends,It does not matter,Yes sir,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I disagree,No,NA,Yes,1401,Spam,1399/12/27-11:32:29,1399/12/27-11:34:42,1399-12-27 11:32:29,1399-12-27 11:34:42,133,1399/12/27,11:32:29,1399/12/27,11:34:42
326,WJDB,M,42,127,فارس,شيراز,middle,manual worker,No,No,Yes sir,No,Yes sir,No idea,No idea,No,"It hurts, but very little",No,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,25,---Gain experience---As entertainment and fun--Curiosity---,3,Twice,0,After breakfast,Evening,More than 20 minutes,Traditional,Evening,No,When having fun,At the suggestion of friends,I agree,Yes,They have more friends,It does not matter,No,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I do not know,No,NA,Yes,1401,Spam,1399/12/27-11:22:25,1399/12/27-11:24:40,1399-12-27 11:22:25,1399-12-27 11:24:40,135,1399/12/27,11:22:25,1399/12/27,11:24:40
